[ (2020/10/29) | Thursday, 21:11:16] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API Key
[ (2020/10/31) | Saturday, 23:11:29] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/10/31) | Saturday, 23:11:29] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/10/31) | Saturday, 23:11:31] > (loop=23) Youtube checking time: 
[ (2020/10/31) | Saturday, 23:21:20] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/10/31) | Saturday, 23:21:20] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/10/31) | Saturday, 23:21:22] > (loop=24) Youtube checking time: 
[ (2020/10/31) | Saturday, 23:39:52] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/10/31) | Saturday, 23:39:53] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/10/31) | Saturday, 23:39:54] > (loop=0) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:08:01] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:08:02] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:08:03] > (loop=1) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:08:30] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:08:30] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:08:32] > (loop=3) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:09:07] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:09:07] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:09:09] > (loop=5) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:09:26] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:09:26] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:09:28] > (loop=6) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:09:40] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:09:41] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:09:42] > (loop=7) Youtube checking time: 
[ (2020/11/01) | Sunday, 00:09:54] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 00:09:55] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 00:09:57] > (loop=8) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:54:51] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:54:51] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:54:55] > (loop=10) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:55:24] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:55:25] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:55:26] > (loop=12) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:55:54] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:55:55] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:55:57] > (loop=14) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:56:23] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:56:23] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:56:25] > (loop=16) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:57:04] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:57:05] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:57:07] > (loop=18) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:57:24] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:57:25] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:57:27] > (loop=20) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:58:35] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:58:35] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:58:37] > (loop=22) Youtube checking time: 
[ (2020/11/01) | Sunday, 21:58:47] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 21:58:48] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 21:58:50] > (loop=24) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:00:58] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:00:59] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:01:01] > (loop=26) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:01:25] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:01:25] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:01:27] > (loop=28) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:01:43] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:01:44] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:01:46] > (loop=30) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:02:27] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:02:27] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:02:29] > (loop=32) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:41:53] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:41:53] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:41:55] > (loop=34) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:42:08] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:42:09] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:42:11] > (loop=36) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:43:01] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:43:01] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:43:03] > (loop=38) Youtube checking time: 
[ (2020/11/01) | Sunday, 22:43:40] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/01) | Sunday, 22:43:40] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/01) | Sunday, 22:43:42] > (loop=40) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:14:42] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:14:43] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:14:46] > (loop=42) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:15:40] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:15:40] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:15:42] > (loop=44) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:17:38] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:17:39] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:17:40] > (loop=46) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:17:47] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:17:47] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:17:49] > (loop=48) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:18:13] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:18:13] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:18:15] > (loop=50) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:18:33] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:18:33] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:18:35] > (loop=51) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:18:52] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:18:53] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:18:54] > (loop=52) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:18:58] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:18:58] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:20:35] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:20:35] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:20:37] > (loop=54) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:20:40] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:20:41] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:21:37] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:21:38] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:21:40] > (loop=56) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:21:43] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:21:43] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:23:34] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:23:34] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:23:36] > (loop=58) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:23:40] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:23:40] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:23:57] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:23:57] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:23:59] > (loop=60) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:24:02] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:24:02] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:25:05] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:25:05] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:25:07] > (loop=62) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:25:10] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:25:10] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:25:53] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:25:53] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:25:55] > (loop=64) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:25:58] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:25:58] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:26:15] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:26:15] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:26:17] > (loop=66) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:26:20] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:26:20] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:27:47] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:27:48] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:27:49] > (loop=68) Youtube checking time: 
[ (2020/11/03) | Tuesday, 00:27:52] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
[ (2020/11/03) | Tuesday, 00:27:53] > (type=googleapiclient.discovery.build) API KEY is valid and ready to be used
[ (2020/11/03) | Tuesday, 00:28:35] > (type=googleapiclient.discovery.build) Checking for the avaibility of the API KEY
